ProductKey,ProductLabel,ProductName,ProductDescription,ProductSubcategoryKey,Manufacturer,BrandName,ClassID,ClassName,StyleID,StyleName,ColorID,ColorName,Size,SizeRange,SizeUnitMeasureID,Weight,WeightUnitMeasureID,UnitOfMeasureID,UnitOfMeasureName,StockTypeID,StockTypeName,UnitCost,UnitPrice,AvailableForSaleDate,StopSaleDate,Status,ImageURL,ProductURL,ETLLoadID,LoadDate,UpdateDate
1478,0504009,The Phone Company Smart phones Expert M400 Black,"Create and edit Word, Excel and PowerPoint-compatible files on the run, listen to MP3s",32,The Phone Company,The Phone Company,2,Regular,3,Product0504009,2,Black,8 x 6 x 1, , ,4.8,ounces,1,inches ,1,High,$137.96,$300.00,08-Aug-06,,On,,,1,31-Mar-09,31-Mar-09
1479,0504010,The Phone Company Smart phones Unlocked International M800 Black,"Create and edit Word, Excel and PowerPoint-compatible files on the run, listen to MP3s, watch video clips and view photos wherever you go",32,The Phone Company,The Phone Company,3,Deluxe,1,Product0504010,2,Black,4.7 x 2.9 x 0.7, , ,1,pounds,1,inches ,1,High,$142.56,$310.00,19-Sep-06,,On,,,1,31-Mar-09,31-Mar-09
1480,0504011,The Phone Company Smart phones without camera E100 Grey,"Smart phones without camera, high-resolution monochrome display",32,The Phone Company,The Phone Company,1,Economy,1,Product0504011,11,Grey,8.8 x 7 x 3.2, , ,8,ounces,1,inches ,1,High,$65.77,$129.00,18-Nov-06,,On,,,1,31-Mar-09,31-Mar-09
1481,0504012,The Phone Company Microsoft Windows Mobile M200 Grey,"Microsoft windows mobile, high-resolution monochrome display",32,The Phone Company,The Phone Company,2,Regular,1,Product0504012,11,Grey,9 x 2 x 7, , ,1,pounds,1,inches ,1,High,$105.31,$229.00,14-Feb-09,,On,,,1,31-Mar-09,31-Mar-09
1482,0504013,The Phone Company Smart phones 4 GB of Memory M300 Grey,"Smart phones 4 GB of memory, memory stick media expansion slot",32,The Phone Company,The Phone Company,2,Regular,1,Product0504013,11,Grey,8.5 x 6 x 2, , ,1.2,pounds,1,inches ,1,High,$109.91,$239.00,01-Dec-08,,On,,,1,31-Mar-09,31-Mar-09
1483,0504014,The Phone Company Smart phones 8 GB of Memory M400 Grey,"Smart phones 8 GB of memory, memory stick media expansion slot",32,The Phone Company,The Phone Company,2,Regular,5,Product0504014,11,Grey,111 x 51.5 x 14.5, , ,3,pounds,2,mm,1,High,$123.70,$269.00,07-Jul-07,,On,,,1,31-Mar-09,31-Mar-09
1484,0504015,The Phone Company Smart phones 160x160 M26 Grey,"Smart phones 160x160, AC adapter, stylus, protective cover, installation CD-ROM, application manual",32,The Phone Company,The Phone Company,2,Regular,5,Product0504015,11,Grey,1.2 x 5.1 x 3.2, , ,3,pounds,1,inches ,1,High,$95.65,$208.00,24-Feb-05,,On,,,1,31-Mar-09,31-Mar-09
1485,0504016,The Phone Company Smart phones 6-LINE SCREEN M21 Grey,"Create and edit Word, Excel and PowerPoint-compatible files on the run, listen to MP3s",32,The Phone Company,The Phone Company,2,Regular,5,Product0504016,11,Grey,6 x 12.2 x 12.6, , ,2.6,pounds,1,inches ,1,High,$105.77,$230.00,19-May-06,,On,,,1,31-Mar-09,31-Mar-09
1486,0504017,The Phone Company Smart phones 320 x 320 M86 Grey,"Handheld device, special laptop software, including Documents to go",32,The Phone Company,The Phone Company,2,Regular,1,Product0504017,11,Grey,4.3 x 2.4 x 0.5, , ,3.9,ounces,1,inches ,1,High,$132.44,$288.00,05-May-09,,On,,,1,31-Mar-09,31-Mar-09
1487,0504018,The Phone Company Smart phones Unlocked M300 Grey,"Watch video clips and view photos wherever you go, create and edit Word, Excel and PowerPoint-compatible files on the run, listen to MP3s",32,The Phone Company,The Phone Company,2,Regular,5,Product0504018,11,Grey,4 x 2 x 0.7, , ,6,ounces,1,inches ,1,High,$122.78,$267.00,31-Mar-07,,On,,,1,31-Mar-09,31-Mar-09
1488,0504019,The Phone Company Smart phones Expert M400 Grey,"Create and edit Word, Excel and PowerPoint-compatible files on the run, listen to MP3s",32,The Phone Company,The Phone Company,2,Regular,5,Product0504019,11,Grey,4.3 x 2.2 x 0.5, , ,4.7,ounces,1,inches ,1,High,$137.96,$300.00,08-Aug-06,,On,,,1,31-Mar-09,31-Mar-09
1489,0504020,The Phone Company Smart phones Unlocked International M800 Grey,"Create and edit Word, Excel and PowerPoint-compatible files on the run, listen to MP3s, watch video clips and view photos wherever you go",32,The Phone Company,The Phone Company,3,Deluxe,1,Product0504020,11,Grey,4.3 x 2.4 x 0.5, , ,4.7,ounces,1,inches ,1,High,$142.56,$310.00,19-Sep-06,,On,,,1,31-Mar-09,31-Mar-09
1490,0504021,The Phone Company Smart phones without camera E100 White,"Smart phones without camera, high-resolution monochrome display",32,The Phone Company,The Phone Company,1,Economy,5,Product0504021,8,White,4.5 x 2.6 x 0.6, , ,4.8,ounces,1,inches ,1,High,$65.77,$129.00,18-Nov-06,,On,,,1,31-Mar-09,31-Mar-09
1491,0504022,The Phone Company Microsoft Windows Mobile M200 White,"Microsoft windows mobile, high-resolution monochrome display",32,The Phone Company,The Phone Company,2,Regular,3,Product0504022,8,White,4.5 x 2.3 x 0.6, , ,3.1,ounces,1,inches ,1,High,$105.31,$229.00,14-Feb-09,,On,,,1,31-Mar-09,31-Mar-09
1492,0504023,The Phone Company Smart phones 4 GB of Memory M300 White,"Smart phones 4 GB of memory, memory Stick media expansion slot",32,The Phone Company,The Phone Company,2,Regular,1,Product0504023,8,White,4.1 x 2.2 x 0.5, , ,3.7,ounces,1,inches ,1,High,$109.91,$239.00,01-Dec-08,,On,,,1,31-Mar-09,31-Mar-09
1493,0504024,The Phone Company Smart phones 8 GB of Memory M400 White,"Smart phones 8 GB of memory, memory Stick media expansion slot",32,The Phone Company,The Phone Company,2,Regular,1,Product0504024,8,White,4.4 x 2.4 x 0.6, , ,5.3,ounces,1,inches ,1,High,$123.70,$269.00,07-Jul-07,,On,,,1,31-Mar-09,31-Mar-09
1494,0504025,The Phone Company Smart phones 160x160 M26 White,"Smart phones 160x160, AC adapter, stylus, protective cover, installation CD-ROM, application manual",32,The Phone Company,The Phone Company,2,Regular,2,Product0504025,8,White,3.8 x 2 x 0.8, , ,4.3,ounces,1,inches ,1,High,$95.65,$208.00,24-Feb-05,,On,,,1,31-Mar-09,31-Mar-09
1495,0504026,The Phone Company Smart phones 6-LINE SCREEN M21 White,"Create and edit Word, Excel and PowerPoint-compatible files on the run, listen to MP3s",32,The Phone Company,The Phone Company,2,Regular,1,Product0504026,8,White,2.1 x 4.2 x 0.6, , ,4.3,ounces,1,inches ,1,High,$105.77,$230.00,19-May-06,,On,,,1,31-Mar-09,31-Mar-09
1496,0504027,The Phone Company Smart phones 320 x 320 M86 White,"Handheld device, special laptop software, including Documents to go",32,The Phone Company,The Phone Company,2,Regular,1,Product0504027,8,White,4.2 x 2.1 x 0.6, , ,3.7,ounces,1,inches ,1,High,$132.44,$288.00,05-May-09,,On,,,1,31-Mar-09,31-Mar-09
1497,0504028,The Phone Company Smart phones Unlocked M300 White,"Watch video clips and view photos wherever you go, create and edit Word, Excel and PowerPoint-compatible files on the run, listen to MP3s",32,The Phone Company,The Phone Company,2,Regular,2,Product0504028,8,White,4.2 x 2.1 x 0.6, , ,3.7,ounces,1,inches ,1,High,$122.78,$267.00,31-Mar-07,,On,,,1,31-Mar-09,31-Mar-09
1498,0504029,The Phone Company Smart phones Expert M400 White,"Create and edit Word, Excel and PowerPoint-compatible files on the run, listen to MP3s",32,The Phone Company,The Phone Company,2,Regular,1,Product0504029,8,White,3.4 x 1.8 x 0.9, , ,3.3,ounces,1,inches ,1,High,$137.96,$300.00,08-Aug-06,,On,,,1,31-Mar-09,31-Mar-09
1499,0504030,The Phone Company Smart phones Unlocked International M800 White,"Create and edit Word, Excel and PowerPoint-compatible files on the run, listen to MP3s, watch video clips and view photos wherever you go",32,The Phone Company,The Phone Company,3,Deluxe,2,Product0504030,8,White,4.8 x 3.1 x 0.6, , ,5.3,ounces,1,inches ,1,High,$142.56,$310.00,19-Sep-06,,On,,,1,31-Mar-09,31-Mar-09
1500,0504031,The Phone Company Smart phones without camera E100 Pink,"Smart phones without camera, high-resolution monochrome display",32,The Phone Company,The Phone Company,1,Economy,1,Product0504031,10,Pink,0.6 x 2.8 x 4.6, , ,5.6,ounces,1,inches ,1,High,$65.77,$129.00,18-Nov-06,,On,,,1,31-Mar-09,31-Mar-09
1501,0504032,The Phone Company Microsoft Windows Mobile M200 Pink,"Microsoft windows mobile, high-resolution monochrome display",32,The Phone Company,The Phone Company,2,Regular,1,Product0504032,10,Pink,4.5 x 2.6 x 0.6, , ,4,ounces,1,inches ,1,High,$105.31,$229.00,14-Feb-09,,On,,,1,31-Mar-09,31-Mar-09
1502,0504033,The Phone Company Smart phones 4 GB of Memory M300 Pink,"Smart phones 4 GB of memory, memory stick media expansion slot",32,The Phone Company,The Phone Company,2,Regular,3,Product0504033,10,Pink,8.8 x 6.2 x 2.8, , ,6.9,ounces,1,inches ,1,High,$109.91,$239.00,01-Dec-08,,On,,,1,31-Mar-09,31-Mar-09
1503,0504034,The Phone Company Smart phones 8 GB of Memory M400 Pink,"Smart phones 8 GB of memory, memory stick media expansion slot",32,The Phone Company,The Phone Company,2,Regular,4,Product0504034,10,Pink,4.5 x 3.1 x 0.6, , ,4.6,ounces,1,inches ,1,High,$123.70,$269.00,07-Jul-07,,On,,,1,31-Mar-09,31-Mar-09
1504,0504035,The Phone Company Smart phones 160x160 M26 Pink,"Smart phones 160x160, AC adapter, stylus, protective cover, installation CD-ROM, application manual",32,The Phone Company,The Phone Company,2,Regular,1,Product0504035,10,Pink,8.8 x 3.8 x 3.8, , ,11.2,ounces,1,inches ,1,High,$95.65,$208.00,24-Feb-05,,On,,,1,31-Mar-09,31-Mar-09
1505,0504036,The Phone Company Smart phones 6-LINE SCREEN M21 Pink,"Create and edit Word, Excel and PowerPoint-compatible files on the run, listen to MP3s",32,The Phone Company,The Phone Company,2,Regular,1,Product0504036,10,Pink,6 x 3 x 8, , ,4.8,ounces,1,inches ,1,High,$105.77,$230.00,19-May-06,,On,,,1,31-Mar-09,31-Mar-09
1506,0504037,The Phone Company Smart phones 320 x 320 M86 Pink,"Handheld device, special laptop software, including Documents to go",32,The Phone Company,The Phone Company,2,Regular,1,Product0504037,10,Pink,10 x 7.2 x 1.7, , ,12,ounces,1,inches ,1,High,$132.44,$288.00,05-May-09,,On,,,1,31-Mar-09,31-Mar-09
1507,0504038,The Phone Company Smart phones Unlocked M300 Pink,"Watch video clips and view photos wherever you go, create and edit Word, Excel and PowerPoint-compatible files on the run, listen to MP3s",32,The Phone Company,The Phone Company,2,Regular,1,Product0504038,10,Pink,8 x 6 x 1, , ,4.8,ounces,1,inches ,1,High,$122.78,$267.00,31-Mar-07,,On,,,1,31-Mar-09,31-Mar-09
1508,0504039,The Phone Company Smart phones Expert M400 Pink,"Create and edit Word, Excel and PowerPoint-compatible files on the run, listen to MP3s",32,The Phone Company,The Phone Company,2,Regular,5,Product0504039,10,Pink,4.7 x 2.9 x 0.7, , ,1,ounces,1,inches ,1,High,$137.96,$300.00,08-Aug-06,,On,,,1,31-Mar-09,31-Mar-09
1509,0504040,The Phone Company Smart phones Unlocked International M800 Pink,"Create and edit Word, Excel and PowerPoint-compatible files on the run, listen to MP3s, watch video clips and view photos wherever you go",32,The Phone Company,The Phone Company,3,Deluxe,2,Product0504040,10,Pink,8.8 x 7 x 3.2, , ,8,ounces,1,inches ,1,High,$142.56,$310.00,19-Sep-06,,On,,,1,31-Mar-09,31-Mar-09
1510,0504041,The Phone Company Smart phones without camera E100 Gold,"Smart phones without camera, high-resolution monochrome display",32,The Phone Company,The Phone Company,1,Economy,5,Product0504041,15,Gold,9 x 2 x 7, , ,1,ounces,1,inches ,1,High,$65.77,$129.00,18-Nov-06,,On,,,1,31-Mar-09,31-Mar-09
1511,0504042,The Phone Company Microsoft Windows Mobile M200 Gold,"Microsoft windows mobile, high-resolution monochrome display",32,The Phone Company,The Phone Company,2,Regular,5,Product0504042,15,Gold,8.5 x 6 x 2, , ,1.2,ounces,1,inches ,1,High,$105.31,$229.00,14-Feb-09,,On,,,1,31-Mar-09,31-Mar-09
1512,0504043,The Phone Company Smart phones 4 GB of Memory M300 Gold,"Smart phones 4 GB of memory, memory stick media expansion slot",32,The Phone Company,The Phone Company,2,Regular,1,Product0504043,15,Gold,111 x 51.5 x 14.5, , ,3,ounces,1,inches ,1,High,$109.91,$239.00,01-Dec-08,,On,,,1,31-Mar-09,31-Mar-09
1513,0504044,The Phone Company Smart phones 8 GB of Memory M400 Gold,"Smart phones 8 GB of memory, memory stick media expansion slot",32,The Phone Company,The Phone Company,2,Regular,1,Product0504044,15,Gold,1.2 x 5.1 x 3.2, , ,3,ounces,1,inches ,1,High,$123.70,$269.00,07-Jul-07,,On,,,1,31-Mar-09,31-Mar-09
1514,0504045,The Phone Company Smart phones 160x160 M26 Gold,"Smart phones 160x160, AC adapter, stylus, protective cover, installation CD-ROM, application manual",32,The Phone Company,The Phone Company,2,Regular,5,Product0504045,15,Gold,6 x 12.2 x 12.6, , ,2.6,ounces,1,inches ,1,High,$95.65,$208.00,24-Feb-05,,On,,,1,31-Mar-09,31-Mar-09
1515,0504046,The Phone Company Smart phones 6-LINE SCREEN M21 Gold,"Create and edit Word, Excel and PowerPoint-compatible files on the run, listen to MP3s",32,The Phone Company,The Phone Company,2,Regular,1,Product0504046,15,Gold,4.3 x 2.4 x 0.5, , ,3.9,ounces,1,inches ,1,High,$105.77,$230.00,19-May-06,,On,,,1,31-Mar-09,31-Mar-09
1516,0504047,The Phone Company Smart phones 320 x 320 M86 Gold,"Handheld device, special laptop software, including documents to go",32,The Phone Company,The Phone Company,2,Regular,3,Product0504047,15,Gold,4 x 2 x 0.7, , ,6,ounces,1,inches ,1,High,$132.44,$288.00,05-May-09,,On,,,1,31-Mar-09,31-Mar-09
1517,0504048,The Phone Company Smart phones Unlocked M300 Gold,"Watch video clips and view photos wherever you go, create and edit Word, Excel and PowerPoint-compatible files on the run, listen to MP3s",32,The Phone Company,The Phone Company,2,Regular,1,Product0504048,15,Gold,4.3 x 2.2 x 0.5, , ,4.7,ounces,1,inches ,1,High,$122.78,$267.00,31-Mar-07,,On,,,1,31-Mar-09,31-Mar-09
1518,0504049,The Phone Company Smart phones Expert M400 Gold,"Create and edit Word, Excel and PowerPoint-compatible files on the run, listen to MP3s",32,The Phone Company,The Phone Company,2,Regular,4,Product0504049,15,Gold,4.3 x 2.4 x 0.5, , ,4.7,ounces,1,inches ,1,High,$137.96,$300.00,08-Aug-06,,On,,,1,31-Mar-09,31-Mar-09
1519,0504050,The Phone Company Smart phones Unlocked International M800 Gold,"Create and edit Word, Excel and PowerPoint-compatible files on the run, listen to MP3s, watch video clips and view photos wherever you go",32,The Phone Company,The Phone Company,3,Deluxe,5,Product0504050,15,Gold,4.5 x 2.6 x 0.6, , ,4.8,ounces,1,inches ,1,High,$142.56,$310.00,19-Sep-06,,On,,,1,31-Mar-09,31-Mar-09
1520,0504051,The Phone Company PDA Wifi 3.5-inch M200 Black,Multimedia accelerator with 16MB video memory,32,The Phone Company,The Phone Company,2,Regular,1,Product0504051,2,Black,4.5 x 2.3 x 0.6, , ,3.1,ounces,1,inches ,1,High,$128.76,$280.00,18-Oct-06,,On,,,1,31-Mar-09,31-Mar-09
1521,0504052,The Phone Company PDA Wifi 3.7-inch M250 Black,Genuine leather and great looks,32,The Phone Company,The Phone Company,3,Deluxe,3,Product0504052,2,Black,4.1 x 2.2 x 0.5, , ,3.7,ounces,1,inches ,1,High,$142.56,$310.00,08-Mar-05,,On,,,1,31-Mar-09,31-Mar-09
1522,0504053,The Phone Company PDA Wifi 4.7-inch L290 Black,The sensitive slanted stylus tip gives you smooth navigation,32,The Phone Company,The Phone Company,3,Deluxe,4,Product0504053,2,Black,4.4 x 2.4 x 0.6, , ,5.3,ounces,1,inches ,1,High,$125.90,$380.00,08-Jan-05,,On,,,1,31-Mar-09,31-Mar-09
1523,0504054,The Phone Company PDA Phone 3.5 inches M320 Black,"A single, standardized and easy way to connect the phone to a computer",32,The Phone Company,The Phone Company,2,Regular,1,Product0504054,2,Black,3.8 x 2 x 0.8, , ,4.3,ounces,1,inches ,1,High,$137.50,$299.00,06-May-06,,On,,,1,31-Mar-09,31-Mar-09
1524,0504055,The Phone Company PDA Phone 3.7 inches M340 Black,Opera 8 web browser supports adobe flash 9 browser plug in,32,The Phone Company,The Phone Company,3,Deluxe,1,Product0504055,2,Black,2.1 x 4.2 x 0.6, , ,4.3,ounces,1,inches ,1,High,$151.76,$330.00,02-Jan-05,,On,,,1,31-Mar-09,31-Mar-09
1525,0504056,The Phone Company PDA Phone 4.7 inches L360 Black,"Opera 8 web browsers supports adobe flash 9 browser plugs in, 256 MB flash memory expands via two memory card slots",32,The Phone Company,The Phone Company,3,Deluxe,1,Product0504056,2,Black,4.2 x 2.1 x 0.6, , ,3.7,ounces,1,inches ,1,High,$133.19,$402.00,08-Mar-05,,On,,,1,31-Mar-09,31-Mar-09
1526,0504057,The Phone Company PDA Phone Unlocked 3.7 inches M510 Black,Stream and store MP3s and videos with high quality stereo sound,32,The Phone Company,The Phone Company,2,Regular,1,Product0504057,2,Black,4.2 x 2.1 x 0.6, , ,3.7,ounces,1,inches ,1,High,$109.45,$238.00,09-Feb-08,,On,,,1,31-Mar-09,31-Mar-09
1527,0504058,The Phone Company PDA Phone Unlocked 3.5 inches M530 Black,Wide touch screen and full keyboard,32,The Phone Company,The Phone Company,2,Regular,1,Product0504058,2,Black,3.4 x 1.8 x 0.9, , ,3.3,ounces,1,inches ,1,High,$123.24,$268.00,08-Mar-05,,On,,,1,31-Mar-09,31-Mar-09
1528,0504059,The Phone Company PDA Phone Unlocked 4.7 inches L550 Black,With 3MB Memory and 6-line backlit display,32,The Phone Company,The Phone Company,3,Deluxe,1,Product0504059,2,Black,4.2 x 2.1 x 0.6, , ,3.7,ounces,1,inches ,1,High,$100.06,$302.00,08-Mar-05,,On,,,1,31-Mar-09,31-Mar-09
1529,0504060,The Phone Company PDA Handheld 3.5 inch M610 Black,Toll free Numbers & Weights & Measures & Schedule planner,32,The Phone Company,The Phone Company,2,Regular,1,Product0504060,2,Black,3.4 x 1.8 x 0.9, , ,3.3,ounces,1,inches ,1,High,$117.27,$255.00,08-Jan-05,,On,,,1,31-Mar-09,31-Mar-09
1530,0504061,The Phone Company PDA Handheld 3.7 inch M630 Black,"Access the web, high-resolution widescreen display, opera 8 web browser",32,The Phone Company,The Phone Company,2,Regular,3,Product0504061,2,Black,4.8 x 3.1 x 0.6, , ,5.3,ounces,1,inches ,1,High,$122.32,$266.00,06-May-06,,On,,,1,31-Mar-09,31-Mar-09
1531,0504062,The Phone Company PDA Handheld 4.7 inch L650 Black,256 MB flash memory expands via two memory card slots,32,The Phone Company,The Phone Company,3,Deluxe,3,Product0504062,2,Black,0.6 x 2.8 x 4.6, , ,5.6,ounces,1,inches ,1,High,$128.88,$389.00,02-Jan-05,,On,,,1,31-Mar-09,31-Mar-09
1532,0504063,The Phone Company PDA Palm 3.5 inch M810 Black,"Pocket versions of familiar applications like Outlook, Word, and Excel",32,The Phone Company,The Phone Company,2,Regular,1,Product0504063,2,Black,4.5 x 2.6 x 0.6, , ,4,ounces,1,inches ,1,High,$128.76,$280.00,08-Mar-05,,On,,,1,31-Mar-09,31-Mar-09
1533,0504064,The Phone Company PDA Palm 3.7 inch M830 Black,"Pocket versions of familiar applications like Outlook, Word, and Excel",32,The Phone Company,The Phone Company,2,Regular,1,Product0504064,2,Black,8.8 x 6.2 x 2.8, , ,6.9,ounces,1,inches ,1,High,$137.50,$299.00,09-Feb-08,,On,,,1,31-Mar-09,31-Mar-09
1534,0504065,The Phone Company PDA Palm 4.7 inch L850 Black,Removable/rechargeable battery and integrated keyboard,32,The Phone Company,The Phone Company,3,Deluxe,2,Product0504065,2,Black,4.5 x 3.1 x 0.6, , ,4.6,ounces,1,inches ,1,High,$131.87,$398.00,08-Mar-05,,On,,,1,31-Mar-09,31-Mar-09
1535,0504066,The Phone Company PDA GPS Phone 3.5 inch M910 Black,"Removable/rechargeable battery and integrated keyboard, integrated Bluetooth",32,The Phone Company,The Phone Company,2,Regular,1,Product0504066,2,Black,8.8 x 3.8 x 3.8, , ,11.2,ounces,1,inches ,1,High,$123.24,$268.00,08-Mar-05,,On,,,1,31-Mar-09,31-Mar-09
1536,0504067,The Phone Company PDA GPS Phone 3.7 inch M930 Black,"624 MHz processor, 256MB ROM / 64MB SDRAM",32,The Phone Company,The Phone Company,2,Regular,1,Product0504067,2,Black,6 x 3 x 8, , ,4.8,ounces,1,inches ,1,High,$137.04,$298.00,15-Mar-09,,On,,,1,31-Mar-09,31-Mar-09
1537,0504068,The Phone Company PDA GPS Phone 4.7 inch L950 Black,"Complete suite of PIM applications, HotSync technology for PC synchronization, 1MB memory",32,The Phone Company,The Phone Company,3,Deluxe,1,Product0504068,2,Black,10 x 7.2 x 1.7, , ,12,ounces,1,inches ,1,High,$121.93,$368.00,12-Feb-06,,On,,,1,31-Mar-09,31-Mar-09
1538,0504069,The Phone Company PDA Wifi 3.5-inch M200 Silver,Multimedia accelerator with 16MB video memory,32,The Phone Company,The Phone Company,2,Regular,1,Product0504069,7,Silver,8 x 6 x 1, , ,4.8,ounces,1,inches ,1,High,$128.76,$280.00,01-Jul-08,,On,,,1,31-Mar-09,31-Mar-09
1539,0504070,The Phone Company PDA Wifi 3.7-inch M250 Silver,Genuine leather and great looks,32,The Phone Company,The Phone Company,3,Deluxe,5,Product0504070,7,Silver,4.7 x 2.9 x 0.7, , ,1,ounces,1,inches ,1,High,$142.56,$310.00,01-Jul-08,,On,,,1,31-Mar-09,31-Mar-09
1540,0504071,The Phone Company PDA Wifi 4.7-inch L290 Silver,The sensitive slanted stylus tip gives you smooth navigation,32,The Phone Company,The Phone Company,3,Deluxe,5,Product0504071,7,Silver,8.8 x 7 x 3.2, , ,8,ounces,1,inches ,1,High,$125.90,$380.00,13-Feb-09,,On,,,1,31-Mar-09,31-Mar-09
1541,0504072,The Phone Company PDA Phone 3.5 inches M320 Silver,"A single, standardized and easy way to connect the phone to a computer",32,The Phone Company,The Phone Company,2,Regular,1,Product0504072,7,Silver,9 x 2 x 7, , ,1,ounces,1,inches ,1,High,$137.50,$299.00,11-Mar-07,,On,,,1,31-Mar-09,31-Mar-09
1542,0504073,The Phone Company PDA Phone 3.7 inches M340 Silver,"Opera 8 web browser, supports Adobe flash 9 browser plug in",32,The Phone Company,The Phone Company,3,Deluxe,1,Product0504073,7,Silver,8.5 x 6 x 2, , ,1.2,ounces,1,inches ,1,High,$151.76,$330.00,01-Nov-06,,On,,,1,31-Mar-09,31-Mar-09
1543,0504074,The Phone Company PDA Phone 4.7 inches L360 Silver,"Opera 8 web browser, supports Adobe flash 9 browser plug in, 256 MB flash memory expands via two memory card slots",32,The Phone Company,The Phone Company,3,Deluxe,1,Product0504074,7,Silver,111 x 51.5 x 14.5, , ,3,ounces,1,inches ,1,High,$133.19,$402.00,11-May-09,,On,,,1,31-Mar-09,31-Mar-09
1544,0504075,The Phone Company PDA Phone Unlocked 3.7 inches M510 Silver,Stream and store MP3s and videos with high quality stereo sound,32,The Phone Company,The Phone Company,2,Regular,5,Product0504075,7,Silver,1.2 x 5.1 x 3.2, , ,3,ounces,1,inches ,1,High,$109.45,$238.00,15-Dec-08,,On,,,1,31-Mar-09,31-Mar-09
1545,0504076,The Phone Company PDA Phone Unlocked 3.5 inches M530 Silver,Wide touch screen and full keyboard,32,The Phone Company,The Phone Company,2,Regular,1,Product0504076,7,Silver,6 x 12.2 x 12.6, , ,2.6,ounces,1,inches ,1,High,$123.24,$268.00,04-Mar-06,,On,,,1,31-Mar-09,31-Mar-09
1546,0504077,The Phone Company PDA Phone Unlocked 4.7 inches L550 Silver,With 3MB Memory and 6-Line backlit display,32,The Phone Company,The Phone Company,3,Deluxe,1,Product0504077,7,Silver,4.3 x 2.4 x 0.5, , ,3.9,ounces,1,inches ,1,High,$100.06,$302.00,19-Jul-07,,On,,,1,31-Mar-09,31-Mar-09
1547,0504078,The Phone Company PDA Handheld 3.5 inch M610 Silver,Toll free Numbers & Weights & Measures & Schedule planner,32,The Phone Company,The Phone Company,2,Regular,1,Product0504078,7,Silver,4 x 2 x 0.7, , ,6,ounces,1,inches ,1,High,$117.27,$255.00,31-May-06,,On,,,1,31-Mar-09,31-Mar-09
1548,0504079,The Phone Company PDA Handheld 3.7 inch M630 Silver,"Access the web, high-resolution widescreen display, opera 8 web browser",32,The Phone Company,The Phone Company,2,Regular,3,Product0504079,7,Silver,4.3 x 2.2 x 0.5, , ,4.7,ounces,1,inches ,1,High,$122.32,$266.00,11-Apr-09,,On,,,1,31-Mar-09,31-Mar-09
1549,0504080,The Phone Company PDA Handheld 4.7 inch L650 Silver,256 MB flash memory expands via two memory card slots,32,The Phone Company,The Phone Company,3,Deluxe,1,Product0504080,7,Silver,4.3 x 2.4 x 0.5, , ,4.7,ounces,1,inches ,1,High,$128.88,$389.00,21-Jun-05,,On,,,1,31-Mar-09,31-Mar-09
1550,0504081,The Phone Company PDA Palm 3.5 inch M810 Silver,"Pocket versions of familiar applications like Outlook, Word, and Excel",32,The Phone Company,The Phone Company,2,Regular,3,Product0504081,7,Silver,4.5 x 2.6 x 0.6, , ,4.8,ounces,1,inches ,1,High,$128.76,$280.00,30-Nov-06,,On,,,1,31-Mar-09,31-Mar-09
1551,0504082,The Phone Company PDA Palm 3.7 inch M830 Silver,"Pocket versions of familiar applications like Outlook, Word, and Excel",32,The Phone Company,The Phone Company,2,Regular,2,Product0504082,7,Silver,4.5 x 2.3 x 0.6, , ,3.1,ounces,1,inches ,1,High,$137.50,$299.00,01-Dec-07,,On,,,1,31-Mar-09,31-Mar-09
1552,0504083,The Phone Company PDA Palm 4.7 inch L850 Silver,Removable/rechargeable battery and integrated keyboard,32,The Phone Company,The Phone Company,3,Deluxe,1,Product0504083,7,Silver,4.1 x 2.2 x 0.5, , ,3.7,ounces,1,inches ,1,High,$131.87,$398.00,23-Aug-06,,On,,,1,31-Mar-09,31-Mar-09
1553,0504084,The Phone Company PDA GPS Phone 3.5 inch M910 Silver,"Removable/rechargeable battery and integrated keyboard, integrated Bluetooth",32,The Phone Company,The Phone Company,2,Regular,1,Product0504084,7,Silver,4.3 x 2.4 x 0.5, , ,5.3,ounces,1,inches ,1,High,$123.24,$268.00,30-Jul-05,,On,,,1,31-Mar-09,31-Mar-09
1554,0504085,The Phone Company PDA GPS Phone 3.7 inch M930 Silver,"624 MHz Processor, 256MB ROM / 64MB SDRAM",32,The Phone Company,The Phone Company,2,Regular,3,Product0504085,7,Silver,4.5 x 2.6 x 0.6, , ,4.3,ounces,1,inches ,1,High,$137.04,$298.00,16-May-06,,On,,,1,31-Mar-09,31-Mar-09
1555,0504086,The Phone Company PDA GPS Phone 4.7 inch L950 Silver,"Complete suite of PIM applications, HotSync technology for PC synchronization, 1MB memory",32,The Phone Company,The Phone Company,3,Deluxe,1,Product0504086,7,Silver,4.5 x 2.3 x 0.6, , ,4.3,ounces,1,inches ,1,High,$121.93,$368.00,02-Nov-08,,On,,,1,31-Mar-09,31-Mar-09
1556,0504087,The Phone Company PDA Wifi 3.5-inch M200 White,Multimedia accelerator with 16MB video memory,32,The Phone Company,The Phone Company,2,Regular,1,Product0504087,8,White,4.1 x 2.2 x 0.5, , ,3.7,ounces,1,inches ,1,High,$128.76,$280.00,05-May-09,,On,,,1,31-Mar-09,31-Mar-09
